9894,309,100180,1.26,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
10212,309,100177,1.51,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
10792,309,100195,0.00,615.00,172,240,99,19.14,-25576,-25576,-25576,-25576
11347,309,100186,0.76,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
11904,309,100183,1.01,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
12220,309,100186,0.76,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
12802,309,100180,1.26,555.00,172,240,99,19.14,-25576,-25576,-25576,-25576
13357,309,100183,1.01,593.00,172,240,99,19.14,-25576,-25576,-25576,-25576
13503,309,100177,1.51,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
14131,309,100180,1.26,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
14738,309,100177,1.51,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
14910,309,100183,1.01,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
15470,309,100174,1.77,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
15617,309,100177,1.51,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
15797,309,100174,1.77,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
16022,309,100171,2.02,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
16577,309,100177,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
17133,309,100183,1.01,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
17284,309,100186,0.76,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
17958,309,100177,1.51,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
18513,309,100183,1.01,585.00,172,240,99,19.14,-25576,-25576,-25576,-25576
18690,309,100183,1.01,609.00,172,240,99,19.14,-25576,-25576,-25576,-25576
18745,308,100177,1.51,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
18921,309,100180,1.26,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19094,309,100174,1.77,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19188,309,100186,0.76,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19245,309,100180,1.26,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19300,309,100177,1.51,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19355,309,100177,1.51,601.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19410,309,100180,1.26,577.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19466,309,100183,1.01,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
19662,308,100174,1.77,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
20248,309,100177,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
20804,309,100183,1.01,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
20979,309,100186,0.76,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21035,309,100183,1.01,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21091,309,100186,0.76,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21146,308,100192,0.25,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21201,309,100189,0.50,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21262,309,100177,1.51,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21317,309,100186,0.76,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21372,309,100180,1.26,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21428,309,100183,1.01,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21483,309,100183,1.01,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21539,309,100180,1.26,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21595,309,100183,1.01,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21654,309,100183,1.01,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21710,309,100186,0.76,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21766,309,100177,1.51,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21821,309,100180,1.26,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
21876,309,100177,1.51,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
22465,309,100180,1.26,577.00,172,240,99,19.14,-25576,-25576,-25576,-25576
22639,309,100183,1.01,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
22767,309,100201,0.00,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
22822,308,100186,1.26,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
22893,309,100183,1.51,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
23111,309,100192,0.76,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
23667,308,100180,1.77,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
24222,308,100186,1.26,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
24404,308,100183,1.51,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
24998,309,100171,2.52,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25553,308,100192,0.76,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25728,308,100186,1.26,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25783,308,100180,1.77,611.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25838,308,100183,1.51,602.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25893,308,100177,2.02,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
25953,309,100171,2.52,553.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26099,309,100177,2.02,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26271,308,100183,1.51,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26489,308,100180,1.77,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26636,309,100180,1.77,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26691,309,100177,2.02,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
26797,309,100186,1.26,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
27393,309,100183,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
27949,308,100192,0.76,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
28624,308,100183,1.51,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29179,308,100180,1.77,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29355,308,100183,1.51,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29419,308,100189,1.01,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29474,308,100183,1.51,604.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29535,308,100186,1.26,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29590,308,100180,1.77,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29736,308,100180,1.77,575.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29908,308,100186,1.26,618.00,172,240,99,19.14,-25576,-25576,-25576,-25576
29991,308,100177,2.02,604.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30047,308,100177,2.02,602.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30102,308,100189,1.01,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30162,308,100180,1.77,561.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30218,309,100186,1.26,552.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30274,308,100189,1.01,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30420,309,100189,1.01,601.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30547,308,100183,1.51,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30653,308,100180,1.77,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30709,308,100186,1.26,593.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30770,308,100183,1.51,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30825,308,100177,2.02,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30880,308,100189,1.01,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
30936,308,100186,1.26,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31082,308,100180,1.77,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31254,308,100186,1.26,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31341,308,100180,1.77,571.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31397,308,100186,1.26,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31453,308,100183,1.51,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
31508,308,100177,2.02,604.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32073,308,100186,1.26,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32129,308,100171,2.52,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32195,308,100177,2.02,593.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32281,308,100189,1.01,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32336,308,100183,1.51,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
32968,308,100177,2.02,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33524,308,100177,2.02,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33671,308,100183,1.51,585.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33751,308,100186,1.26,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33831,308,100171,2.52,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33891,308,100183,1.51,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
33946,308,100186,1.26,601.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34002,308,100186,1.26,593.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34058,308,100186,1.26,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34113,308,100186,1.26,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34168,308,100180,1.77,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34225,308,100189,1.01,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34285,308,100180,1.77,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
34456,308,100183,1.51,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
35084,308,100180,1.77,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
35640,308,100186,1.26,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
36415,308,100186,1.26,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
36971,308,100183,1.51,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
37739,308,100192,0.76,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
38299,308,100183,1.51,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
39067,308,100183,1.51,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
39623,308,100180,1.77,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
40353,308,100177,2.02,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
40909,308,100183,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
41079,308,100186,1.26,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
41350,308,100183,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
41501,308,100189,1.01,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
42056,308,100183,1.51,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
42612,308,100180,1.77,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
43333,308,100177,2.02,577.00,172,240,99,19.14,-25576,-25576,-25576,-25576
43889,308,100177,2.02,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44017,308,100167,2.86,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44078,308,100180,1.77,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44134,308,100183,1.51,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44189,308,100180,1.77,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44361,308,100186,1.26,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
44944,308,100177,2.02,543.00,172,240,99,19.14,-25576,-25576,-25576,-25576
45500,308,100180,1.77,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
45645,308,100180,1.77,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
46325,308,100174,2.27,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
46880,308,100177,2.02,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47056,308,100180,1.77,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47112,308,100186,1.26,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47167,309,100186,1.26,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47222,308,100189,1.01,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47803,308,100177,2.02,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
47953,308,100186,1.26,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
48084,308,100183,1.51,590.00,172,240,99,19.14,-25576,-25576,-25576,-25576
48149,309,100180,1.77,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
48204,308,100177,2.02,599.00,172,240,99,19.14,-25576,-25576,-25576,-25576
48260,308,100180,1.77,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
48841,308,100177,2.02,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
49422,308,100180,1.77,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
49598,308,100180,1.77,599.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50153,309,100171,2.52,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50298,308,100186,1.26,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50470,308,100183,1.51,575.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50526,308,100180,1.77,581.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50592,308,100180,1.77,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
50673,308,100195,0.50,557.00,172,240,99,19.14,-25576,-25576,-25576,-25576
51313,309,100183,1.51,570.00,172,240,99,19.14,-25576,-25576,-25576,-25576
51868,309,100186,1.26,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52015,308,100174,2.27,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52070,309,100186,1.26,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52135,309,100177,2.02,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52215,309,100174,2.27,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52300,309,100177,2.02,576.00,172,240,99,19.14,-25576,-25576,-25576,-25576
52532,309,100180,1.77,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
53112,308,100180,1.77,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
53668,309,100180,1.77,578.00,172,240,99,19.14,-25576,-25576,-25576,-25576
53842,309,100180,1.77,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
54436,309,100174,2.27,590.00,172,240,99,19.14,-25576,-25576,-25576,-25576
54992,309,100183,1.51,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55171,309,100180,1.77,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55236,309,100177,2.02,591.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55291,309,100183,1.51,585.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55347,309,100180,1.77,585.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55402,309,100174,2.27,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55458,309,100183,1.51,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55514,309,100168,2.77,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55664,309,100186,1.26,593.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55838,309,100186,1.26,599.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55921,308,100180,1.77,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
55976,309,100174,2.27,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
56033,309,100177,2.02,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
56088,309,100183,1.51,599.00,172,240,99,19.14,-25576,-25576,-25576,-25576
56705,309,100177,2.02,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57022,309,100177,2.02,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57577,309,100186,1.26,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57660,309,100180,1.77,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57755,308,100171,2.52,583.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57810,309,100192,0.76,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57866,309,100183,1.51,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57921,309,100177,2.02,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
57981,309,100177,2.02,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
58038,309,100168,2.77,589.00,172,240,99,19.14,-25576,-25576,-25576,-25576
58093,309,100201,0.00,597.00,172,240,99,19.14,-25576,-25576,-25576,-25576
58265,309,100177,2.02,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
58893,309,100189,1.01,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
59448,309,100177,2.02,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
59623,309,100180,1.77,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
60218,309,100186,1.26,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
60773,309,100186,1.26,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
60951,308,100168,2.77,588.00,172,240,99,19.14,-25576,-25576,-25576,-25576
61007,309,100189,1.01,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
61063,309,100186,1.26,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
61643,309,100180,1.77,584.00,172,240,99,19.14,-25576,-25576,-25576,-25576
61819,309,100177,2.02,580.00,172,240,99,19.14,-25576,-25576,-25576,-25576
61946,309,100177,2.02,594.00,172,240,99,19.14,-25576,-25576,-25576,-25576
62003,309,100183,1.51,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
62058,309,100183,1.51,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
62113,309,100192,0.76,587.00,172,240,99,19.14,-25576,-25576,-25576,-25576
62285,309,100192,0.76,570.00,172,240,99,19.14,-25576,-25576,-25576,-25576
62503,309,100183,1.51,600.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63065,309,100180,1.77,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63239,309,100183,1.51,582.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63294,309,100177,2.02,595.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63349,309,100177,2.02,590.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63406,309,100183,1.51,598.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63461,309,100183,1.51,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63516,309,100183,1.51,592.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63668,309,100180,1.77,596.00,172,240,99,19.14,-25576,-25576,-25576,-25576
63840,309,100177,2.02,559.00,172,240,99,19.14,-25576,-25576,-25576,-25576
64058,309,100183,1.51,586.00,172,240,99,19.14,-25576,-25576,-25576,-25576
64204,309,100189,1.01,590.00,172,240,99,19.14,-25576,-25576,-25576,-25576
64260,309,100177,2.02,579.00,172,240,99,19.14,-25576,-25576,-25576,-25576
282,310,100183,0.00,577.00,-73,-514,253,19.63,-25576,-25576,-25576,-25576
980,310,100180,0.25,574.00,-73,-514,253,19.83,-25576,-25576,-25576,-25576
1541,310,100174,0.76,542.00,-73,-514,253,19.63,-25576,-25576,-25576,-25576
1715,310,100183,0.00,569.00,-73,-514,253,19.17,-25576,-25576,-25576,-25576
1771,310,100177,0.50,579.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
1826,310,100183,0.00,578.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
282,310,100183,0.00,575.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
429,310,100183,0.00,577.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
599,310,129613,0.00,584.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
7902,310,100171,0.00,578.00,-73,-514,253,20.17,-25576,-25576,-25576,-25576
281,310,100180,0.00,579.00,-73,-514,253,21.53,-25576,-25576,-25576,-25576
281,309,100168,0.00,567.00,-73,-514,253,19.80,-25576,-25576,-25576,-25576
409,310,100183,0.00,546.00,-73,-514,253,19.39,-25576,-25576,-25576,-25576
464,309,100174,0.76,593.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
520,310,100189,0.00,583.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
575,310,100183,0.50,570.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
635,310,100171,1.51,594.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
691,310,100186,0.25,578.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
746,310,100180,0.76,591.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
801,310,100186,0.25,588.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
857,310,100180,0.76,594.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
1437,309,100174,1.26,587.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
1498,310,100180,0.76,583.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
1563,310,100180,0.76,593.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
1630,310,100177,1.01,590.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
2305,310,100186,0.25,590.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
2861,310,100177,1.01,591.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
3007,310,100171,1.51,580.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
3636,310,100177,1.01,577.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
3813,310,100171,1.51,586.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
3984,310,100174,1.26,584.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4115,310,100183,0.50,595.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4170,310,100180,0.76,590.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4226,310,100177,1.01,573.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4281,310,100180,0.76,580.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4337,310,100180,0.76,596.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4397,310,100180,0.76,580.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4452,310,100174,1.26,576.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4507,309,100168,1.77,596.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
4653,310,100183,0.50,582.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
5208,310,100177,1.01,590.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
5287,310,100177,1.01,594.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
5355,310,100180,0.76,579.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
5414,310,100171,1.51,584.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
5480,310,100177,1.01,594.00,-73,-514,253,19.14,-25576,-25576,-25576,-25576
